(1.0, 0.0, 0.0),4.269824,False,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),719.4282,506.3846,False,(0.0, 0.0, 0.0),0,0,True,(1.0, 0.0, 1.0),2.467184,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,True,(1.0, 0.0, 2.0),3.165405,False,(0.0, 0.0, 0.0),0,0,False,(-1.0, 0.0, 0.0),620.5508,684.9631,False,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),4.139168,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(1.0, 2.0, 0.0),3.387738,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 1.0, 0.0),356.6726,542.3572,False,(1.0, 2.0, 2.0),3.944211,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 1.0),3.073104,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,0
(1.0, 2.0, 0.0),3.587753,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),451.2508,665.7475,False,(1.0, 2.0, 2.0),2.444525,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 0.0),4.339617,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, -1.0),291.6412,548.8268,False,(2.0, 1.0, 2.0),3.729568,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 2.0, 0.0),4.834824,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,83.79051
(1.0, 2.0, 0.0),3.587753,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),451.2508,665.7475,False,(1.0, 2.0, 2.0),2.444525,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 0.0),4.339617,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, -1.0),291.6412,548.8268,False,(2.0, 1.0, 2.0),3.729568,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 2.0, 0.0),4.834824,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,0
(1.0, 2.0, 0.0),3.587753,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),451.2508,665.7475,False,(1.0, 2.0, 2.0),2.444525,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 0.0),4.339617,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, -1.0),291.6412,548.8268,False,(2.0, 1.0, 2.0),4.007081,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 2.0, 0.0),4.834824,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,96.55038
(1.0, 2.0, 0.0),3.587753,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),451.2508,665.7475,False,(1.0, 2.0, 2.0),2.444525,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 0.0),4.339617,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, -1.0),291.6412,548.8268,False,(2.0, 1.0, 2.0),3.729568,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 2.0, 0.0),4.834824,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,0
(1.0, 2.0, 0.0),3.587753,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),451.2508,665.7475,False,(1.0, 2.0, 2.0),2.444525,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 0.0),4.339617,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, -1.0),291.6412,548.8268,False,(2.0, 1.0, 2.0),3.729568,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 2.0, 0.0),4.834824,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,19.20077
(1.0, 2.0, 0.0),3.587753,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),451.2508,665.7475,False,(1.0, 2.0, 2.0),2.444525,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 0.0),4.339617,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, -1.0),291.6412,548.8268,False,(2.0, 1.0, 2.0),3.729568,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 2.0, 0.0),4.834824,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,0
(1.0, 2.0, 0.0),2.578845,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),451.2508,523.1165,False,(1.0, 2.0, 2.0),2.444525,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 0.0),4.339617,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, -1.0),291.6412,548.8268,False,(2.0, 1.0, 2.0),3.729568,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 2.0, 0.0),4.834824,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,0
(1.0, 2.0, 0.0),3.587753,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),451.2508,665.7475,False,(1.0, 2.0, 2.0),2.444525,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 0.0),4.339617,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, -1.0),291.6412,548.8268,False,(2.0, 1.0, 2.0),3.729568,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 2.0, 0.0),4.834824,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,0
(1.0, 2.0, 0.0),3.587753,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),451.2508,691.0421,False,(1.0, 2.0, 2.0),2.444525,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 0.0),4.339617,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, -1.0),291.6412,548.8268,False,(2.0, 1.0, 2.0),3.729568,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 2.0, 0.0),4.834824,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,0
(1.0, 2.0, 0.0),3.587753,True,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, 0.0),0,0,False,(1.0, 1.0, 1.0),451.2508,665.7475,False,(1.0, 2.0, 2.0),2.444525,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 1.0, 0.0),4.339617,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,True,(0.0, 0.0, -1.0),291.6412,548.8268,False,(2.0, 1.0, 2.0),3.729568,True,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(2.0, 2.0, 0.0),2.94744,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,(0.0, 0.0, 0.0),0,0,False,0
